0.000000000000000000e+00;7.874015748031496509e-01
4.801959983666802856e+01;7.874015748031496509e-01
9.603919967333605712e+01;0.000000000000000000e+00
1.440587995100040928e+02;7.874015748031496509e-01
1.920783993466721142e+02;0.000000000000000000e+00
2.400979991833401357e+02;0.000000000000000000e+00
2.881175990200081856e+02;0.000000000000000000e+00
3.361371988566762070e+02;0.000000000000000000e+00
3.841567986933442285e+02;0.000000000000000000e+00
4.321763985300122499e+02;0.000000000000000000e+00
4.801959983666802714e+02;0.000000000000000000e+00
5.282155982033483497e+02;0.000000000000000000e+00
5.762351980400163711e+02;-7.874015748031496509e-01
6.242547978766843926e+02;0.000000000000000000e+00
6.722743977133524140e+02;-7.874015748031496509e-01
7.202939975500204355e+02;0.000000000000000000e+00
7.683135973866884569e+02;0.000000000000000000e+00
8.163331972233564784e+02;7.874015748031496509e-01
8.643527970600244998e+02;0.000000000000000000e+00
9.123723968966925213e+02;0.000000000000000000e+00
9.603919967333605427e+02;0.000000000000000000e+00
1.008411596570028564e+03;0.000000000000000000e+00
1.056431196406696699e+03;7.874015748031496509e-01
1.104450796243364721e+03;0.000000000000000000e+00
1.152470396080032742e+03;7.874015748031496509e-01
1.200489995916700764e+03;0.000000000000000000e+00
1.248509595753368785e+03;-7.874015748031496509e-01
1.296529195590036807e+03;-7.874015748031496509e-01
1.344548795426704828e+03;-7.874015748031496509e-01
1.392568395263372850e+03;-1.577878937007874072e+00
1.440587995100040871e+03;7.874015748031496509e-01
1.488607594936708892e+03;7.874015748031496509e-01
1.536627194773376914e+03;7.874015748031496509e-01
1.584646794610044935e+03;7.874015748031496509e-01
1.632666394446712957e+03;1.577878937007874072e+00
1.680685994283380978e+03;7.874015748031496509e-01
1.728705594120049000e+03;0.000000000000000000e+00
1.776725193956717021e+03;0.000000000000000000e+00
1.824744793793385043e+03;0.000000000000000000e+00
1.872764393630053064e+03;0.000000000000000000e+00
1.920783993466721085e+03;0.000000000000000000e+00
1.968803593303389107e+03;-7.874015748031496509e-01
2.016823193140057128e+03;0.000000000000000000e+00
2.064842792976725377e+03;7.874015748031496509e-01
2.112862392813393399e+03;0.000000000000000000e+00
2.160881992650061420e+03;0.000000000000000000e+00
2.208901592486729442e+03;0.000000000000000000e+00
2.256921192323397463e+03;7.874015748031496509e-01
2.304940792160065484e+03;0.000000000000000000e+00
2.352960391996733506e+03;7.874015748031496509e-01
2.400979991833401527e+03;7.874015748031496509e-01
2.448999591670069549e+03;7.874015748031496509e-01
2.497019191506737570e+03;1.577878937007874072e+00
2.545038791343405592e+03;7.874015748031496509e-01
2.593058391180073613e+03;7.874015748031496509e-01
2.641077991016741635e+03;7.874015748031496509e-01
2.689097590853409656e+03;0.000000000000000000e+00
2.737117190690077678e+03;0.000000000000000000e+00
2.785136790526745699e+03;0.000000000000000000e+00
2.833156390363413720e+03;-7.874015748031496509e-01
2.881175990200081742e+03;0.000000000000000000e+00
2.929195590036749763e+03;1.577878937007874072e+00
2.977215189873417785e+03;3.155757874015748143e+00
3.025234789710085806e+03;1.577878937007874072e+00
3.073254389546753828e+03;7.874015748031496509e-01
3.121273989383421849e+03;7.874015748031496509e-01
3.169293589220089871e+03;0.000000000000000000e+00
3.217313189056757892e+03;0.000000000000000000e+00
3.265332788893425914e+03;7.874015748031496509e-01
3.313352388730093935e+03;1.577878937007874072e+00
3.361371988566761956e+03;7.874015748031496509e-01
